 * Serving Flask app 'app' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6464 (Press CTRL+C to quit)
127.0.0.1 - - [04/Jul/2022 04:20:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:31] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:32] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:32] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:32] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:33] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:41] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:43] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:45] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:48] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:52] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:52] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:52] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:20:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:27] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:27] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:27] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:27] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:28] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:29] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:38] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:38] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:42] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:21:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:05] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:09] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:13] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:14] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:16] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:21] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:22] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:24] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [04/Jul/2022 04:22:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:24] "GET /static/img/malgalogo.PNG HTTP/1.1" 304 -
127.0.0.1 - - [04/Jul/2022 04:22:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:25] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:25] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:22:38] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [04/Jul/2022 04:23:06] "GET /favicon.ico HTTP/1.1" 404 -
